run_id,id,writer_reference_id,dataset,provider,model,reference_type,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,meteor,bertscore_precision,bertscore_recall,bertscore_f1
20260519_232753,649b09bfce674ca1bfd66a519fcdf59a,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3636363636363636,0.041237113402061855,0.1818181818181818,0.20548737429079308,0.897275447845459,0.8986920714378357,0.8979831337928772
20260519_232753,649b09bfce674ca1bfd66a519fcdf59a,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.42105263157894735,0.25806451612903225,0.39999999999999997,0.2589233727967252,0.9014875888824463,0.919804573059082,0.9105539917945862
20260519_232753,649b09bfce674ca1bfd66a519fcdf59a,3,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.48936170212765956,0.23913043478260868,0.3829787234042554,0.3872053872053872,0.8933583498001099,0.8991853594779968,0.8962624669075012
20260519_232753,658c33365a264d1ebb7adace464406e9,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3655913978494624,0.13186813186813184,0.30107526881720426,0.24880624426078976,0.8876755833625793,0.8864375352859497,0.8870560526847839
20260519_232753,658c33365a264d1ebb7adace464406e9,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.2921348314606741,0.11494252873563218,0.20224719101123598,0.20227969146238375,0.8710387945175171,0.8827506899833679,0.8768556714057922
20260519_232753,658c33365a264d1ebb7adace464406e9,3,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.2608695652173913,0.04444444444444444,0.17391304347826086,0.1337894736842105,0.8702837824821472,0.8643733263015747,0.8673185110092163
20260519_232753,66f39853ad2b437c8bdca86ae74bb35f,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3055555555555556,0.05714285714285715,0.2222222222222222,0.21081249721442263,0.8773277401924133,0.889596700668335,0.8834196329116821
20260519_232753,66f39853ad2b437c8bdca86ae74bb35f,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3333333333333333,0.1276595744680851,0.27083333333333337,0.17297723687176014,0.8845726847648621,0.8960222005844116,0.890260636806488
20260519_232753,66f39853ad2b437c8bdca86ae74bb35f,3,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3333333333333333,0.0975609756097561,0.21428571428571427,0.16506493506493503,0.8876610994338989,0.8852187395095825,0.886438250541687
20260519_232753,6b138ac4c76b4b32ab6639bfef6dfaad,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.36734693877551017,0.125,0.28571428571428575,0.21135350857400723,0.9089412689208984,0.8996886014938354,0.9042912721633911
20260519_232753,6b138ac4c76b4b32ab6639bfef6dfaad,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3225806451612903,0.04395604395604395,0.3010752688172043,0.19877755948482861,0.8975864052772522,0.8977994918823242,0.8976929187774658
20260519_232753,6b138ac4c76b4b32ab6639bfef6dfaad,3,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4,0.13636363636363635,0.2888888888888889,0.29620255016569497,0.899562656879425,0.8983115553855896,0.8989366888999939
20260519_232753,6f18757d62184196b18ed0ecda6b55bc,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4158415841584159,0.26262626262626265,0.3366336633663366,0.3219686824861179,0.9209532737731934,0.9175134897232056,0.9192301630973816
20260519_232753,6f18757d62184196b18ed0ecda6b55bc,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.46601941747572817,0.1188118811881188,0.34951456310679613,0.26893000190730504,0.9119398593902588,0.9087448716163635,0.9103395938873291
20260519_232753,7003129c4b77441b96743d87085f4d58,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.5979381443298969,0.2105263157894737,0.4329896907216495,0.2697746924310564,0.9323039650917053,0.934047520160675,0.9331749677658081
20260519_232753,7003129c4b77441b96743d87085f4d58,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4186046511627907,0.16666666666666666,0.23255813953488372,0.2833905839563548,0.8995128273963928,0.9079676270484924,0.9037204384803772
20260519_232753,7003129c4b77441b96743d87085f4d58,3,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4897959183673469,0.2708333333333333,0.32653061224489793,0.34764108072378747,0.9138644337654114,0.9127711057662964,0.9133174419403076
20260519_232753,75aac08a2e784973badd5fb5b4a41397,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3137254901960785,0.04,0.19607843137254902,0.15315677600965127,0.8877869248390198,0.8923091888427734,0.8900423049926758
20260519_232753,75aac08a2e784973badd5fb5b4a41397,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.3368421052631579,0.08602150537634408,0.23157894736842108,0.24208242950108458,0.8767530918121338,0.8934291005134583,0.8850125670433044
20260519_232753,77dd7eb99eaa458a9c33612845124d03,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.2912621359223301,0.1188118811881188,0.23300970873786409,0.16781722550953318,0.893065333366394,0.8807691931724548,0.8868746757507324
20260519_232753,77dd7eb99eaa458a9c33612845124d03,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4742268041237113,0.18947368421052632,0.30927835051546393,0.3188131313131313,0.9251366257667542,0.928050696849823,0.9265913367271423
20260519_232753,77dd7eb99eaa458a9c33612845124d03,3,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4077669902912622,0.1782178217821782,0.3300970873786408,0.2368827160493827,0.9171350002288818,0.9074528217315674,0.9122682213783264
20260519_232753,7d6aca97a8934adda2d0a5481808a5c8,1,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4468085106382979,0.21739130434782608,0.276595744680851,0.30774818401937043,0.8909633159637451,0.9138758182525635,0.9022741317749023
20260519_232753,7d6aca97a8934adda2d0a5481808a5c8,2,writer_summaries,ollama,llama3.1:latest,freelance_writer,0.4912280701754386,0.19642857142857145,0.38596491228070173,0.3429072512647555,0.9066258072853088,0.9043645858764648,0.9054938554763794
