run_id,id,dataset,provider,model,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,meteor,bertscore_precision,bertscore_recall,bertscore_f1
20260519_213553,36587997,xsum,openai,gpt-4o-mini-2024-07-18,0.2121212121212121,0.0,0.12121212121212123,0.10775862068965518,0.8686332702636719,0.8979986310005188,0.8830719590187073
20260519_213553,36415378,xsum,openai,gpt-4o-mini-2024-07-18,0.20338983050847456,0.10526315789473684,0.20338983050847456,0.1194184839044652,0.8751029372215271,0.8762741088867188,0.8756880760192871
20260519_213553,19481400,xsum,openai,gpt-4o-mini-2024-07-18,0.25396825396825395,0.06557377049180328,0.22222222222222218,0.14705882352941177,0.8858305215835571,0.9240911602973938,0.904556393623352
20260519_213553,33285699,xsum,openai,gpt-4o-mini-2024-07-18,0.32142857142857145,0.07407407407407407,0.21428571428571427,0.2545362903225807,0.8772604465484619,0.9015452265739441,0.8892370462417603
20260519_213553,36625078,xsum,openai,gpt-4o-mini-2024-07-18,0.2857142857142857,0.0425531914893617,0.16326530612244897,0.1724726775956284,0.8680711984634399,0.8918952941894531,0.8798220157623291
20260519_213553,38243087,xsum,openai,gpt-4o-mini-2024-07-18,0.15686274509803924,0.0,0.11764705882352941,0.0625,0.8620073795318604,0.8724936842918396,0.8672187924385071
20260519_213553,32148433,xsum,openai,gpt-4o-mini-2024-07-18,0.3278688524590164,0.13559322033898305,0.2622950819672131,0.21157631061012702,0.8759244084358215,0.914090633392334,0.8946006894111633
20260519_213553,36874874,xsum,openai,gpt-4o-mini-2024-07-18,0.2553191489361702,0.04444444444444444,0.1276595744680851,0.1492537313432836,0.8721280097961426,0.926548957824707,0.8985151648521423
20260519_213553,30704751,xsum,openai,gpt-4o-mini-2024-07-18,0.27692307692307694,0.031746031746031744,0.2153846153846154,0.17316017316017315,0.8691270351409912,0.8699024319648743,0.8695145845413208
20260519_213553,40445714,xsum,openai,gpt-4o-mini-2024-07-18,0.3636363636363636,0.21875000000000003,0.3333333333333333,0.48534588307315585,0.8580410480499268,0.9267117977142334,0.8910553455352783
20260519_213553,35763771,xsum,openai,gpt-4o-mini-2024-07-18,0.3793103448275862,0.03571428571428571,0.2413793103448276,0.25818678928726774,0.8791739344596863,0.8878882527351379,0.883509635925293
20260519_213553,32413443,xsum,openai,gpt-4o-mini-2024-07-18,0.2950819672131147,0.033898305084745756,0.1311475409836066,0.21127393688753035,0.8717440962791443,0.8929242491722107,0.8822070360183716
20260519_213553,34996515,xsum,openai,gpt-4o-mini-2024-07-18,0.25396825396825395,0.06557377049180328,0.12698412698412698,0.22626441881100265,0.8386428356170654,0.8835625648498535,0.8605169057846069
20260519_213553,41001169,xsum,openai,gpt-4o-mini-2024-07-18,0.24137931034482757,0.07142857142857144,0.13793103448275862,0.19274611398963734,0.8638471364974976,0.8940993547439575,0.8787129521369934
20260519_213553,37297193,xsum,openai,gpt-4o-mini-2024-07-18,0.21538461538461537,0.0,0.0923076923076923,0.15625,0.8511773943901062,0.8765426278114319,0.8636738061904907
20260519_213553,33643453,xsum,openai,gpt-4o-mini-2024-07-18,0.3846153846153846,0.12,0.1923076923076923,0.36805968178517195,0.8856676816940308,0.8984267711639404,0.8920016288757324
20260519_213553,39953806,xsum,openai,gpt-4o-mini-2024-07-18,0.1846153846153846,0.0,0.12307692307692307,0.10040160642570281,0.8723698854446411,0.9011548161506653,0.886528730392456
20260519_213553,39383896,xsum,openai,gpt-4o-mini-2024-07-18,0.3928571428571428,0.037037037037037035,0.17857142857142855,0.17578125000000003,0.8933452367782593,0.9182782769203186,0.9056401252746582
20260519_213553,34138088,xsum,openai,gpt-4o-mini-2024-07-18,0.30769230769230765,0.04,0.1923076923076923,0.19662921348314608,0.8729413747787476,0.9202044010162354,0.8959499597549438
20260519_213553,34616758,xsum,openai,gpt-4o-mini-2024-07-18,0.18666666666666665,0.0,0.10666666666666666,0.1174496644295302,0.8218644261360168,0.8305748701095581,0.8261966705322266
20260519_213553,35738861,xsum,openai,gpt-4o-mini-2024-07-18,0.2641509433962264,0.1568627450980392,0.22641509433962262,0.2621082621082621,0.8793070316314697,0.9203648567199707,0.89936763048172
20260519_213553,33633200,xsum,openai,gpt-4o-mini-2024-07-18,0.2909090909090909,0.11320754716981132,0.21818181818181817,0.1881720430107527,0.890755295753479,0.9226298332214355,0.9064124226570129
20260519_213553,34067126,xsum,openai,gpt-4o-mini-2024-07-18,0.2181818181818182,0.0,0.14545454545454545,0.15075376884422112,0.8626481294631958,0.8947955965995789,0.8784278631210327
20260519_213553,36390873,xsum,openai,gpt-4o-mini-2024-07-18,0.30508474576271183,0.03508771929824561,0.20338983050847456,0.1444043321299639,0.8616384267807007,0.896577775478363,0.8787609338760376
20260519_213553,38372342,xsum,openai,gpt-4o-mini-2024-07-18,0.20408163265306123,0.0851063829787234,0.20408163265306123,0.09554140127388534,0.8581972122192383,0.9134488701820374,0.8849615454673767
20260519_213553,38642269,xsum,openai,gpt-4o-mini-2024-07-18,0.36,0.125,0.32,0.3817085597826087,0.8960456252098083,0.9273463487625122,0.91142737865448
20260519_213553,38949694,xsum,openai,gpt-4o-mini-2024-07-18,0.2,0.0,0.15,0.0949367088607595,0.8761475682258606,0.9124568104743958,0.8939336538314819
20260519_213553,25319265,xsum,openai,gpt-4o-mini-2024-07-18,0.3461538461538462,0.08,0.11538461538461539,0.29206580591420234,0.9014732241630554,0.9182049632072449,0.9097622036933899
20260519_213553,33297155,xsum,openai,gpt-4o-mini-2024-07-18,0.25925925925925924,0.15384615384615385,0.25925925925925924,0.32356532356532364,0.8796049356460571,0.9210065007209778,0.8998296856880188
20260519_213553,36686888,xsum,openai,gpt-4o-mini-2024-07-18,0.32653061224489793,0.1702127659574468,0.28571428571428575,0.30810382405389336,0.8607149124145508,0.8822341561317444,0.8713417053222656
20260519_213553,36318446,xsum,openai,gpt-4o-mini-2024-07-18,0.2535211267605634,0.028985507246376812,0.1408450704225352,0.20417853751187087,0.8568282127380371,0.8775871992111206,0.8670834302902222
20260519_213553,34245203,xsum,openai,gpt-4o-mini-2024-07-18,0.22580645161290322,0.06666666666666667,0.16129032258064518,0.16312647507982786,0.8745693564414978,0.8830556273460388,0.8787919878959656
20260519_213553,35237389,xsum,openai,gpt-4o-mini-2024-07-18,0.43333333333333335,0.13793103448275862,0.3,0.28488309738309736,0.8766739368438721,0.8911197185516357,0.8838378190994263
20260519_213553,36843112,xsum,openai,gpt-4o-mini-2024-07-18,0.25925925925925924,0.0,0.18518518518518517,0.11312217194570136,0.8507972359657288,0.883995532989502,0.8670787215232849
20260519_213553,26054651,xsum,openai,gpt-4o-mini-2024-07-18,0.2916666666666667,0.043478260869565216,0.16666666666666666,0.10526315789473684,0.8695888519287109,0.8606467247009277,0.8650946617126465
20260519_213553,40993250,xsum,openai,gpt-4o-mini-2024-07-18,0.03703703703703704,0.0,0.03703703703703704,0.03311258278145696,0.8179060220718384,0.8280390501022339,0.8229413628578186
20260519_213553,36543080,xsum,openai,gpt-4o-mini-2024-07-18,0.1081081081081081,0.0,0.05405405405405405,0.05,0.8686900734901428,0.9027560353279114,0.8853955268859863
20260519_213553,36130881,xsum,openai,gpt-4o-mini-2024-07-18,0.25,0.037037037037037035,0.17857142857142858,0.10256410256410255,0.8337063193321228,0.8995296955108643,0.865368127822876
20260519_213553,32536141,xsum,openai,gpt-4o-mini-2024-07-18,0.3636363636363637,0.11320754716981132,0.21818181818181817,0.3231322088912073,0.8982807397842407,0.9121733903884888,0.9051737785339355
20260519_213553,37573814,xsum,openai,gpt-4o-mini-2024-07-18,0.5142857142857143,0.2647058823529412,0.4,0.4697712418300654,0.9003852605819702,0.9235092401504517,0.9118006825447083
20260519_213553,35019996,xsum,openai,gpt-4o-mini-2024-07-18,0.28571428571428564,0.0,0.163265306122449,0.1775147928994083,0.8804806470870972,0.9184752702713013,0.8990767598152161
20260519_213553,19897695,xsum,openai,gpt-4o-mini-2024-07-18,0.06779661016949154,0.0,0.06779661016949154,0.07751937984496124,0.8375917077064514,0.8736963272094727,0.8552631735801697
20260519_213553,19867399,xsum,openai,gpt-4o-mini-2024-07-18,0.34375,0.06451612903225808,0.21875,0.17045454545454544,0.8908928632736206,0.9248748421669006,0.9075658321380615
20260519_213553,35419090,xsum,openai,gpt-4o-mini-2024-07-18,0.37333333333333335,0.1643835616438356,0.21333333333333335,0.3378059893787512,0.8825913071632385,0.9142552614212036,0.8981442451477051
20260519_213553,36760027,xsum,openai,gpt-4o-mini-2024-07-18,0.25,0.037037037037037035,0.17857142857142858,0.2305729984301413,0.8758479356765747,0.9110611081123352,0.893107533454895
20260519_213553,11804083,xsum,openai,gpt-4o-mini-2024-07-18,0.30769230769230765,0.08,0.30769230769230765,0.23731203007518792,0.893998920917511,0.9016326665878296,0.897799551486969
20260519_213553,38411271,xsum,openai,gpt-4o-mini-2024-07-18,0.13333333333333333,0.046511627906976744,0.13333333333333333,0.09615384615384615,0.8698207139968872,0.8807613849639893,0.8752568960189819
20260519_213553,39599900,xsum,openai,gpt-4o-mini-2024-07-18,0.28571428571428575,0.15,0.2380952380952381,0.30241935483870974,0.8941603899002075,0.9075983166694641,0.9008291959762573
20260519_213553,37486486,xsum,openai,gpt-4o-mini-2024-07-18,0.23529411764705885,0.0,0.11764705882352942,0.10542168674698794,0.8535292148590088,0.8561829328536987,0.8548539876937866
20260519_213553,33066007,xsum,openai,gpt-4o-mini-2024-07-18,0.15789473684210525,0.0,0.10526315789473684,0.07518796992481203,0.8250434994697571,0.8271747827529907,0.8261077404022217
20260519_213553,36634782,xsum,openai,gpt-4o-mini-2024-07-18,0.3076923076923077,0.12698412698412698,0.2153846153846154,0.2409351145038168,0.877010703086853,0.8913775682449341,0.8841357231140137
20260519_213553,37004586,xsum,openai,gpt-4o-mini-2024-07-18,0.24999999999999994,0.037037037037037035,0.17857142857142858,0.13812154696132595,0.8648948669433594,0.9165170192718506,0.8899579644203186
20260519_213553,34012102,xsum,openai,gpt-4o-mini-2024-07-18,0.25,0.11111111111111112,0.25,0.1912057797708022,0.8884747624397278,0.9013938903808594,0.8948877453804016
20260519_213553,13681053,xsum,openai,gpt-4o-mini-2024-07-18,0.15999999999999998,0.0,0.05333333333333333,0.09090909090909093,0.8481991291046143,0.8676350116729736,0.8578070402145386
20260519_213553,40763690,xsum,openai,gpt-4o-mini-2024-07-18,0.24,0.041666666666666664,0.16,0.10416666666666666,0.8603692054748535,0.8557891845703125,0.8580731153488159
20260519_213553,35030448,xsum,openai,gpt-4o-mini-2024-07-18,0.3333333333333333,0.15384615384615385,0.2962962962962963,0.20202020202020204,0.8989973068237305,0.9481934309005737,0.9229402542114258
20260519_213553,38559044,xsum,openai,gpt-4o-mini-2024-07-18,0.34374999999999994,0.12903225806451615,0.18749999999999997,0.27097307281034316,0.8859096169471741,0.897605299949646,0.8917191028594971
20260519_213553,39335816,xsum,openai,gpt-4o-mini-2024-07-18,0.07272727272727272,0.0,0.07272727272727272,0.0,0.8675735592842102,0.8864434361457825,0.8769069910049438
20260519_213553,30087725,xsum,openai,gpt-4o-mini-2024-07-18,0.25925925925925924,0.03846153846153846,0.14814814814814814,0.13100436681222707,0.8506146669387817,0.8727995157241821,0.8615643382072449
20260519_213553,37604054,xsum,openai,gpt-4o-mini-2024-07-18,0.3921568627450981,0.24489795918367344,0.3921568627450981,0.44783783783783787,0.8966364860534668,0.9288744330406189,0.912470817565918
20260519_213553,31959069,xsum,openai,gpt-4o-mini-2024-07-18,0.1568627450980392,0.0,0.0392156862745098,0.04424778761061947,0.8919111490249634,0.8918099403381348,0.8918605446815491
20260519_213553,39306960,xsum,openai,gpt-4o-mini-2024-07-18,0.40909090909090917,0.14285714285714285,0.22727272727272727,0.25230111768573305,0.8955485820770264,0.9224959015846252,0.9088225364685059
20260519_213553,22423362,xsum,openai,gpt-4o-mini-2024-07-18,0.2916666666666667,0.043478260869565216,0.20833333333333334,0.23688271604938274,0.8873313069343567,0.9126317501068115,0.8998036980628967
20260519_213553,35804311,xsum,openai,gpt-4o-mini-2024-07-18,0.2545454545454545,0.0,0.1818181818181818,0.1453488372093023,0.8470379710197449,0.8569836616516113,0.8519818186759949
20260519_213553,35935740,xsum,openai,gpt-4o-mini-2024-07-18,0.1851851851851852,0.0,0.1111111111111111,0.10695187165775402,0.8487053513526917,0.852138102054596,0.8504182696342468
20260519_213553,38148520,xsum,openai,gpt-4o-mini-2024-07-18,0.31034482758620685,0.03571428571428571,0.17241379310344826,0.1881720430107527,0.8752260208129883,0.9022114872932434,0.88851398229599
20260519_213553,21615080,xsum,openai,gpt-4o-mini-2024-07-18,0.21621621621621623,0.0,0.08108108108108109,0.11673151750972761,0.8592604994773865,0.9001991748809814,0.8792535066604614
20260519_213553,40317684,xsum,openai,gpt-4o-mini-2024-07-18,0.3571428571428571,0.1851851851851852,0.32142857142857145,0.24754901960784317,0.8887770771980286,0.8868279457092285,0.887801468372345
20260519_213553,36648141,xsum,openai,gpt-4o-mini-2024-07-18,0.16216216216216217,0.027777777777777776,0.10810810810810811,0.09727626459143968,0.8716332912445068,0.9054775238037109,0.8882331252098083
20260519_213553,32962830,xsum,openai,gpt-4o-mini-2024-07-18,0.24137931034482757,0.03571428571428572,0.13793103448275862,0.16216216216216217,0.870162308216095,0.9188681244850159,0.8938522338867188
20260519_213553,37836739,xsum,openai,gpt-4o-mini-2024-07-18,0.2807017543859649,0.03636363636363636,0.17543859649122803,0.125,0.8727298974990845,0.9211888313293457,0.8963049054145813
20260519_213553,35346901,xsum,openai,gpt-4o-mini-2024-07-18,0.16666666666666666,0.028571428571428574,0.13888888888888887,0.13953488372093023,0.8585716485977173,0.8993489742279053,0.8784873485565186
20260519_213553,61df4979ac5fcc2b71be46ed6fe5a46ce7f071c3,cnn_dailymail,openai,gpt-4o-mini-2024-07-18,0.44,0.20270270270270271,0.32,0.34665763324299914,0.8640923500061035,0.8864801526069641,0.8751431703567505
20260519_213553,21c0bd69b7e7df285c3d1b1cf56d4da925980a68,cnn_dailymail,openai,gpt-4o-mini-2024-07-18,0.25,0.01818181818181818,0.14285714285714282,0.15075376884422112,0.8497037887573242,0.8576542139053345,0.8536604642868042
20260519_213553,56f340189cd128194b2e7cb8c26bb900e3a848b4,cnn_dailymail,openai,gpt-4o-mini-2024-07-18,0.4593301435406698,0.09661835748792269,0.2200956937799043,0.17504488330341114,0.8982434272766113,0.8695230484008789,0.8836499452590942
20260519_213553,00a665151b89a53e5a08a389df8334f4106494c2,cnn_dailymail,openai,gpt-4o-mini-2024-07-18,0.36666666666666664,0.0847457627118644,0.18333333333333332,0.2524028372366323,0.8663811087608337,0.8706328868865967,0.8685017824172974
20260519_213553,9f6fbd3c497c4d28879bebebea220884f03eb41a,cnn_dailymail,openai,gpt-4o-mini-2024-07-18,0.38596491228070173,0.1607142857142857,0.22807017543859648,0.3809384958240477,0.8741349577903748,0.8966968655586243,0.885272204875946
